,essay_id,essay_set,essay,final_score,clean_essay,char_count,word_count,sent_count,avg_word_len,spell_err_count
21,22,1,Dear local Newspaper a take all your computer and given to the people around the world for the can stay in their houses chating with their family and friend. Computers help people around the world to connect with other people computer help kids do their homework and look up staff that happen around the world.,1,Dear local Newspaper take computer given people around world stay houses chating family friend  Computers help people around world connect people computer help kids homework look staff happen around world ,254,55,2,4.618181818181818,42
22,23,1,"Dear local newspaper, you ever see a child on the computer for hours and nothing could get them off? Well I believe that this is very harmful for the child since it doesn't allow them to exersice, interact face to face with people or use their minds to the best of their The more and more we advance in society we get laziar and forget to about these essential things. I think taking a step back from using computers could benefit society more than using them. Obesity in the is at its highest of kids in the agree that they only exersice once a week and would rather spend time on the computer. Think of this, of kids. Thats more than of children. I took the and compared it in children who don't the benefit of this technology. I learned that of children there exersice only once a week. That's for less what these computers are doing to of children are overweight and of them develope heart of blood problems as adults. I by exercise in to go and play with friends or bike, or go for a jog. It doesn't sound hard does it? If we make a to spend this than on computers I think we can reduce this obesity amount and I believe ran as on overall country. On the computer we have popular websites like and More websites allow you interact with people over the island. This could be in more ways than one. These computer websites are allowing anyone to talk in people who could have the interest in mind. More than out of people in my school say they have one of these accounts and have personal posted on them. With this personal info, could and with these websites the crime rate has gone up Also, these websites cause people to their social skills. People spend hours on these websites talking to people and forget how to talk face to face. of students say they would say something online that they wouldn't say to someone's face. This creates more problems in schools and could possibly make someone hurt someone else or themselves. I've heard all over the news about suicides and because of computers and I believe with less of them people would spend more time with their family and or nation would be closer and safer. Computers dont allow you to explore nature and use your mind to the best of its ability. Computers make it easy and I myself, think it makes me laziar because it allow me to read a book there or read about other people, instead of going to a library and getting a book. Computers take away time to actually use your mind and problem solve in real life solution. There's years and I've learned I can be on the computer for hours playing them and not realize it at all. Without them, would make a difference. Kids are living through computers and we can change them.",8,Dear local newspaper  ever see child computer hours nothing could get  Well I believe harmful child since nt allow exersice  interact face face people use minds best The advance society get laziar forget essential things  I think taking step back using computers could benefit society using  Obesity highest kids agree exersice week would rather spend time computer  Think  kids  Thats children  I took compared children nt benefit technology  I learned children exersice week  That s less computers children overweight develope heart blood problems adults  I exercise go play friends bike  go jog  It nt sound hard  If make spend computers I think reduce obesity amount I believe ran overall country  On computer popular websites like More websites allow interact people island  This could ways one  These computer websites allowing anyone talk people could interest mind  More people school say one accounts personal posted  With personal info  could websites crime rate gone Also  websites cause people social skills  People spend hours websites talking people forget talk face face  students say would say something online would nt say someone s face  This creates problems schools could possibly make someone hurt someone else  I ve heard news suicides computers I believe less people would spend time family nation would closer safer  Computers dont allow explore nature use mind best ability  Computers make easy I  think makes laziar allow read book read people  instead going library getting book  Computers take away time actually use mind problem solve real life solution  There s years I ve learned I computer hours playing realize  Without  would make difference  Kids living computers change ,2143,508,27,4.218503937007874,404
23,24,1,"Dear local newspaper, I've heard that not many people think computers benefit society. I disagree with that. Computers benefit society by teaching hand-eye coordination, allowing people to learn about foregin places, and allow people to communicate with others online. Some people were basically born with hand-eye coordination, but most people weren't, like me, for example. But, thanks to computers, my hand-eye coordination has gone up! ""On average, computers can increase a persons hand-eye coordination by up to says Think of it, just by learning to tye, your hand-eye coordination can go up That's amazing! Having good hand-eye coordination will get you far in life, and helps with small, everyday things such as playing an instrument, or doing household chores. It also helps in sports. You need good hand-eye coordination to throw, catch, and aim. If more people spend more time on the computer, then the population's hand-eye coordination would increase, and who wouldn't want thats. Have you ever heard of It is a country in that no one really knows much about. By looking it up on the computer, you can become an expert on the country! The computer gives us access to a lot of knowledge, and will make us more of people around the world. This can improve our travel. Instead of going to the same place every vacation, you can go to a place you saw online that looks just as exciting. Also, by learning about other countries and the people in them, we gain respect for them. We also learn about their traditions, and culture. ""The internet gives us access to the world,"" says ""we can learn so many new things that will make us more of people, countries, and the environment."" is right, we can also be aware of the environment. Since global warming is a problem, we can learn how o preserve foreign places by learning about them on the internet. With a click of a mouse you can virtually have the whose world at your fingertips! In a recent study of people said they don't have time to meet with old friends. The internet, however has made it quick and easy to talk to people online. Websites like and can keep your social life in tact, and can even reunite yu with old friends. For example, suggest family. You can keep in touch wih many people trough Also, you can make new friends. Most teens say they are always willing to meet new people, and the internet is a great way to do so! Sites like and can can help you find friends by connecting you in a chat room to a random person, just to talk. I once talked with someone on for over an hour! We found that we both have accounts and keep in touch there! This also helps you gain confidence because you have the courage to say something over the computer that you would't say real life. The computer can really amp up your social life. As you can see. computers don't just ""your barain,"" they imprdove hand-eye coordination, help you learn about far away places, and improve your social life by allowing you to talk to others. Computers benefit the society more than anymore will ever know!",9,Dear local newspaper  I ve heard many people think computers benefit society  I disagree  Computers benefit society teaching handeye coordination  allowing people learn foregin places  allow people communicate others online  Some people basically born handeye coordination  people nt  like  example  But  thanks computers  handeye coordination gone   On average  computers increase persons handeye coordination says Think  learning tye  handeye coordination go That s amazing  Having good handeye coordination get far life  helps small  everyday things playing instrument  household chores  It also helps sports  You need good handeye coordination throw  catch  aim  If people spend time computer  population s handeye coordination would increase  would nt want thats  Have ever heard It country one really knows much  By looking computer  become expert country  The computer gives us access lot knowledge  make us people around world  This improve travel  Instead going place every vacation  go place saw online looks exciting  Also  learning countries people  gain respect  We also learn traditions  culture   The internet gives us access world   says  learn many new things make us people  countries  environment   right  also aware environment  Since global warming problem  learn preserve foreign places learning internet  With click mouse virtually whose world fingertips  In recent study people said nt time meet old friends  The internet  however made quick easy talk people online  Websites like keep social life tact  even reunite yu old friends  For example  suggest family  You keep touch wih many people trough Also  make new friends  Most teens say always willing meet new people  internet great way  Sites like help find friends connecting chat room random person  talk  I talked someone hour  We found accounts keep touch  This also helps gain confidence courage say something computer wouldt say real life  The computer really amp social life  As see  computers nt  barain   imprdove handeye coordination  help learn far away places  improve social life allowing talk others  Computers benefit society anymore ever know ,2415,557,35,4.33572710951526,459
24,25,1,"Dear off, I beileve that computers are very helpfull to many people by looking up information, or talking to friends. Although many kids should be spending their time outside, the computer is a well-occupied environment that helps kids learn and interact with others. I believe kids should have the right to stay on the computer as long as they desire. Although, they should always make time go outside, hang out with friends, ect. The computer be fun but its always important to get outside and enjoy nature. Another reason why students should not spend all their time on the computer is because of their health. If a child gets addicted to the computer it will affect how he interacts with other and do serious damage to their brain. Although, I believe children should have the right on the computer, it's always important to spend time outside enjoying nature. Another reason why I think children should have the right to the computer is because of the information they learn and discover. Many kids grow up to have a career in computer makings or program designing. Some kids have their education online or to teach others. The computer is a non-stop generation of intelligence based to help people learn, play and discover. Many people have dream to one day build a computer or make new programs. All students should have the right to spend time on the computer but also to save time to spend outside and with friends. Everyone has their own perspective on how they think and if staying on the computer all day is a good thing. I do not think kids should do this because it might affect their health and how other think of them.",6,Dear  I beileve computers helpfull many people looking information  talking friends  Although many kids spending time outside  computer welloccupied environment helps kids learn interact others  I believe kids right stay computer long desire  Although  always make time go outside  hang friends  ect  The computer fun always important get outside enjoy nature  Another reason students spend time computer health  If child gets addicted computer affect interacts serious damage brain  Although  I believe children right computer  s always important spend time outside enjoying nature  Another reason I think children right computer information learn discover  Many kids grow career computer makings program designing  Some kids education online teach others  The computer nonstop generation intelligence based help people learn  play discover  Many people dream one day build computer make new programs  All students right spend time computer also save time spend outside friends  Everyone perspective think staying computer day good thing  I think kids might affect health think ,1319,291,16,4.5326460481099655,233
25,26,1,"Do you think that computers are useless? Or do you think they could be useful in many ways? I remember my older sister had to do some research on the computer gave her all of the information she needed. The issue to grapple with is, more and more people use computers, but not everyone agrees that this benefits society. I strongly think that does benifit society in many ways! Heres why, the computer allows you to get in touch with friends, research people, places or things, and relax and enjoy playing on a fun, entertaining website! My first reason is that allows you to talk to family or friends so you all get back in touch if a friend of yours moved to a diffrent state, then you can easily get back in touch straight from the computer. ""@CAPS2's nice to send emails or pictures to friends, but if you do from the computer then gets done so much faster!"" one of my neighbors. My next reason is that you can research anything you want like people, places or things and all refferances will come up. is good to research for any projects, or school assignments you have. I remember my brother was working on his project. Everything he had trouble with, he found directly on the computer! My final reason is that there are alot of fun and exciting websites that you can relax and play on! These websites can keep you busy, and you wont be bored while playing! ""@CAPS4 im bored I go on the computer and play games, that I find on my younger cousin, Computers make people become adicted to them. Yes but, you will be learning some interesting things on how the internet works. More and more people use computers, but not everyone agrees that this benefits society. I strongly beleive that they do benefit society, heres why you can get in touch with people, you can research, and play fun games! now or never to decide what you think! Call me and we will talk this through.",7,Do think computers useless  Or think could useful many ways  I remember older sister research computer gave information needed  The issue grapple  people use computers  everyone agrees benefits society  I strongly think benifit society many ways  Heres  computer allows get touch friends  research people  places things  relax enjoy playing fun  entertaining website  My first reason allows talk family friends get back touch friend moved diffrent state  easily get back touch straight computer    CAPS s nice send emails pictures friends  computer gets done much faster   one neighbors  My next reason research anything want like people  places things refferances come  good research projects  school assignments  I remember brother working project  Everything trouble  found directly computer  My final reason alot fun exciting websites relax play  These websites keep busy  wont bored playing    CAPS im bored I go computer play games  I find younger cousin  Computers make people become adicted  Yes  learning interesting things internet works  More people use computers  everyone agrees benefits society  I strongly beleive benefit society  heres get touch people  research  play fun games  never decide think  Call talk ,1485,345,21,4.304347826086956,289
26,27,1,"Computers a good because you can get infermation, you can play games, you can get pictures, But when you on the computer you might find something or someone that is bad or is viris. If ther is a vris you might want shut off the computers so it does not get worse. The are websites for kids, like games, there are teen games, there are adult games. Also pictures are bad for kids because most of the time they lead to inapropreit pictures. You should only look up infermation that you need not things like wepons or knifes. Also there are differnt kinds of companies like is a good place to get computers so is",2,Computers good get infermation  play games  get pictures  But computer might find something someone bad viris  If ther vris might want shut computers get worse  The websites kids  like games  teen games  adult games  Also pictures bad kids time lead inapropreit pictures  You look infermation need things like wepons knifes  Also differnt kinds companies like good place get computers,484,115,6,4.208695652173913,105
27,28,1,"Dear Newspaper, Computers are high tec and have expanded in an everyday thing. They play a big role in society. Computers have been improved to do many different things without them we would barely get any thing done. Although kids should start goind outside more, computers teaches kids new things, and it is useful. With computers kids are rarely going outside. A lot of our population of the are obese, including kids. Because of this they are staying inside and on their computer. Kids need to go outside evry once and while to get some fresh air and exercise. If they limit their time on the computer and do some active game it would be better for the child. Since computers are rapidly growing and adapting kids spend half of the day on it just stareing at the screen playing some flash game, like run escape. Instead of wasteing their time doing that they should go outside, take a walk just do something! Computers teaches kids new things. Google something like trees. You would get bunch of websites containg information about trees. Kids also play games, if they don't know it, some of the games they play are teaching them stuff, for an example, my little sister, goes on a site called nickeloden.com I see that right and it teaches her stuff she didn't know before. from those types of games it prepared her for kindergarden. Now a days more and more sites keep adapting and becoming known like bing. Computers are real useful. suppose you want to know whats goind on at work. So click your mouse on internet explorer and get your email. With computers, you could go on social networking sites, like facebook and connect with friends. You can also go on instant messageing site to talk to friends and see what there up to. For your entertainment you could play games. Remember though to not stay on too long. Computers are big deal in our community. Life would be very difficult without them. But remember not to stay on too long! Although kids should start going outside, computers, teaches kids new things, and is useful.",7,Dear Newspaper  Computers high tec expanded everyday thing  They play big role society  Computers improved many different things without would barely get thing done  Although kids start goind outside  computers teaches kids new things  useful  With computers kids rarely going outside  A lot population obese  including kids  Because staying inside computer  Kids need go outside evry get fresh air exercise  If limit time computer active game would better child  Since computers rapidly growing adapting kids spend half day stareing screen playing flash game  like run escape  Instead wasteing time go outside  take walk something  Computers teaches kids new things  Google something like trees  You would get bunch websites containg information trees  Kids also play games  nt know  games play teaching stuff  example  little sister  goes site called nickelodencom I see right teaches stuff nt know  types games prepared kindergarden  Now days sites keep adapting becoming known like bing  Computers real useful  suppose want know whats goind work  So click mouse internet explorer get email  With computers  could go social networking sites  like facebook connect friends  You also go instant messageing site talk friends see  For entertainment could play games  Remember though stay long  Computers big deal community  Life would difficult without  But remember stay long  Although kids start going outside  computers  teaches kids new things  useful ,1630,362,28,4.502762430939226,298
28,29,1,"Dear local newspaper, people throughout the world use, or own computers. Although there are people who think computers are good for you, others could say different. While you are on the computer you can become more socal by talking with friends or family. Also, while you are on the computer you not notice it but; your hand-eye coordination is improving, and finally, you are able to search with a click of a button, instead of searching your topic through dozens of books. Computers have very benefits. One being chating, or talking online to friends, and family. You have a distant friend that you haven't talked to in a while. With a computre you are able to re connect with your buddy. If you have an acount that is safe to chat on, you be able to make new friends. That would be good for you, socally. It is always good to have friends, and stay in touch with family. Some people find it hard to play a piano because they cannot look at the music and have their hands be doing something else. On a computre your hand-eye-coordination improves over time because, you are searching a topic as your hands are typing. Also, this is a great memory excirsise for your fingers. You eventually memorize where all of the keys are located. People without computres have to search through books to find information on their topic. Others with computers, just have to type in their topic and all the information they need is right infront of them. You are able to see pictures of your topic or even video's! Not books that I know, can search a topic, show you pictures, and videos of it with one resource! people debate the fact if computres are good for you or not. If you ask me, computres are great for people. It allows people to be socal, and talk to old friends; it also improves your hand-eye coordination, and finally; it gives you the option to search a topic without all the hastle of searching through dozens of books. So now the question is up to you; are computers good for people, or not?",7,Dear local newspaper  people throughout world use  computers  Although people think computers good  others could say different  While computer become socal talking friends family  Also  computer notice  handeye coordination improving  finally  able search click button  instead searching topic dozens books  Computers benefits  One chating  talking online friends  family  You distant friend nt talked  With computre able connect buddy  If acount safe chat  able make new friends  That would good  socally  It always good friends  stay touch family  Some people find hard play piano look music hands something else  On computre handeyecoordination improves time  searching topic hands typing  Also  great memory excirsise fingers  You eventually memorize keys located  People without computres search books find information topic  Others computers  type topic information need right infront  You able see pictures topic even video s  Not books I know  search topic  show pictures  videos one resource  people debate fact computres good  If ask  computres great people  It allows people socal  talk old friends  also improves handeye coordination  finally  gives option search topic without hastle searching dozens books  So question  computers good people  ,1580,369,23,4.281842818428184,302
29,30,1,"Dear Newspaper People, I think that computers do benefit society for a few reasons. Computers make work easier they can do things people can't like solve difficult problems, and kids like playing games on them. Computers make work easier and neater. Typing is often faster than writing, and is always easier to read. Studies have also shown that people who use computers to do work finish faster and have up to more free time to do whatever they want. Computers also have e-mail, which allows you to send work that you have done to your boss without printing it and wasting paper. Computers can solve difficult problems that people either can't do, or don't want to waste their time doing. If you need to solve a math problem you use a calculated or a computer. So you don't have to figure it out yourself. I have to do a lot of math problems for homework and I think it is much easier to use a calculator. My last reason why computers are good is that kids like playing games on them. A lot of people say that kids shouldn't play computer games but some of them are educational. Even non-educational games help kids to have fun and have something to look forward to after their work is done. of kids say that they are happier when they have something fun to look forward to, and happier kids do better work. I hope that after reading this you will understand how much computers contribute to society.",6,Dear Newspaper People  I think computers benefit society reasons  Computers make work easier things people ca nt like solve difficult problems  kids like playing games  Computers make work easier neater  Typing often faster writing  always easier read  Studies also shown people use computers work finish faster free time whatever want  Computers also email  allows send work done boss without printing wasting paper  Computers solve difficult problems people either ca nt  nt want waste time  If need solve math problem use calculated computer  So nt figure  I lot math problems homework I think much easier use calculator  My last reason computers good kids like playing games  A lot people say kids nt play computer games educational  Even noneducational games help kids fun something look forward work done  kids say happier something fun look forward  happier kids better work  I hope reading understand much computers contribute society ,1119,262,15,4.270992366412214,221
30,31,1,"I agree that computers deffinately are an advantage to our society. I think this because they help us communicate and video chat with family and friends online, used as a great tool with school work, or work purposes. Most of all for the enjoyment of children and now the fun computer games help them prepare for real life consequences,like how the game webkinz teaches kids to care for pets. ""@CAPS1 you have a my ""@CAPS6, please friend request me"", I replied. Later that night, I get home and check my a new notification pops up and I am now friends with my My entire family is on and I think it's so usefull for several reasons, like making plans and parties. I hate writing invitations, but now every year for my birthday party I just type them up, taking less than five minutes. Or, for an even simpler way of sending invatations you can even just type an email or message. In fact, I just got invited to a party yesterday over It's so easy, you just create an event and tag all of your friends in the note. Also, it's so easy to get because you automatically get notified. Technology like this drastically makes life easier. For example, have you ever gotten something new and just can't wait to show your friends? Well, now you can, in the comfort of your own home. All you need is a webcam and you can instantly connect with one of your friends that have one too. ""@CAPS14, I love what you've done to your room, the pink wallpaper is so cute!"" I said. ""@CAPS15 you! I love your hair today. It's so pretty,"" says I love webcamming with my friends because you can see and hear them as if they were in the same exact you. As you can see, webcamming is so much easier than spending more time money, and my moms time and getting a ride over her house. Computers make life so much more convienent. Another example how this is so much easier is now computers help you with school work. Have you ever had to write a report? Well, now many times teachers especially enjoy them typed because many students have messy hand writing and most kids won't like writing it anyways. Like myself, I type faster than I write and that's why I agree that computers benefit society. Most importantly, computers can help you find a good job online and even help type a great resume for you. How impressive would that be? If I was applying for a professional position of a job, I know I'll type my resume. In conclusion, that's how computers are so helpful, beneficial, important and fun to our society.",8,I agree computers deffinately advantage society  I think help us communicate video chat family friends online  used great tool school work  work purposes  Most enjoyment children fun computer games help prepare real life consequences  like game webkinz teaches kids care pets    CAPS   CAPS  please friend request   I replied  Later night  I get home check new notification pops I friends My entire family I think s usefull several reasons  like making plans parties  I hate writing invitations  every year birthday party I type  taking less five minutes  Or  even simpler way sending invatations even type email message  In fact  I got invited party yesterday It s easy  create event tag friends note  Also  s easy get automatically get notified  Technology like drastically makes life easier  For example  ever gotten something new ca nt wait show friends  Well   comfort home  All need webcam instantly connect one friends one    CAPS  I love ve done room  pink wallpaper cute   I said    CAPS  I love hair today  It s pretty   says I love webcamming friends see hear exact  As see  webcamming much easier spending time money  moms time getting ride house  Computers make life much convienent  Another example much easier computers help school work  Have ever write report  Well  many times teachers especially enjoy typed many students messy hand writing kids wo nt like writing anyways  Like  I type faster I write s I agree computers benefit society  Most importantly  computers help find good job online even help type great resume  How impressive would  If I applying professional position job  I know I ll type resume  In conclusion  s computers helpful  beneficial  important fun society ,1952,469,28,4.162046908315565,410
31,32,1,"Dear Local Newspaper, name is and I am a citizen. I believe that computers do NOT benefit society of all! In opinion, they make our town worse. People spend way too much time on their computers and less time exercising, enjoying nature, and interacting with family and friends. All of these things are computers are doing to our society and it's time to make a stop to it! First of all, people are on the computer way too much. Teens are on social networking sites, adults are on chatrooms, and kids are playing computer games. Instead of that, people should be playing outside, or going for a walk in the park. Did you know that of adults are overweight? If people cut back the amount of time indoors, we could probably bring that number way down. Also, who knows teens are doing on the computer. Computers have good things but they can also be bad. For example, chatrooms who knows kind of people are in chatrooms. Children need to be careful about they say or show on the internet. Instead of playing games or talking to their boyfriends and girlfriends, teens should go outside and exercise. Second, more citizens need to enjoy nature and the beautiful senery around them. Were all so busy running to check our e-mail, we don't notice a beautiful day it is outside. On a nice or day, people should take this kids to a local park or pond. This reminds me of last when I went to cousins house. aunt only allowed us to watch one hour as a day, that included the computer. We were outside every single day, even if we were just staring into the clouds. This kept us active and enjoy the environment. last reason why computers are badly affecting society is that computers take time away from interacting with family and friends. I know your thinking, when your on the computer you are talking to family and friends, but it isn't the same. Instead of instant messaging call them. Maybe even invite them our to talk face to face. That reminds me of sister. When I get home, she will normally be on Now, instead of getting up and coming to talk to me she will text me ""@CAPS3's up?"" or ""@CAPS4 was your day?"" Computers help people communicate, but they also take communication away. As you can see, I have given you three reasons why I strongly believe computers are badly Not only but everywhere! You need to open your eyes and understand that people spend way too much time on computers, they allow people to not enjoy nature, or interact with their families. Please I'm asking you to understand that our society will crash it we don't fix this issue. So are you going to do about it?",8,Dear Local Newspaper  name I citizen  I believe computers NOT benefit society  In opinion  make town worse  People spend way much time computers less time exercising  enjoying nature  interacting family friends  All things computers society s time make stop  First  people computer way much  Teens social networking sites  adults chatrooms  kids playing computer games  Instead  people playing outside  going walk park  Did know adults overweight  If people cut back amount time indoors  could probably bring number way  Also  knows teens computer  Computers good things also bad  For example  chatrooms knows kind people chatrooms  Children need careful say show internet  Instead playing games talking boyfriends girlfriends  teens go outside exercise  Second  citizens need enjoy nature beautiful senery around  Were busy running check email  nt notice beautiful day outside  On nice day  people take kids local park pond  This reminds last I went cousins house  aunt allowed us watch one hour day  included computer  We outside every single day  even staring clouds  This kept us active enjoy environment  last reason computers badly affecting society computers take time away interacting family friends  I know thinking  computer talking family friends  nt  Instead instant messaging call  Maybe even invite talk face face  That reminds sister  When I get home  normally Now  instead getting coming talk text   CAPS s     CAPS day   Computers help people communicate  also take communication away  As see  I given three reasons I strongly believe computers badly Not everywhere  You need open eyes understand people spend way much time computers  allow people enjoy nature  interact families  Please I m asking understand society crash nt fix issue  So going ,2041,477,34,4.278825995807128,395
32,33,1,"Dear, I think the effects that computers do on people are really positive. Computers can be used for all sorts of things. Examples like finding things out about history. People that changed the world and other information. Computers give the power for children to learn. For example, their are lots of websites that offer online tutoring or good ways to help you pass school. Other positive way is online dateing sites. You can meet new people and is a good way to make life even better. Popular sites like and so on make a good way to keep in touch with friends from your past, or even make new ones. But the most that I think thats the best in my opinion is going to school online. Once your done with colloge and you are a nuse, for an example you can get a higher degree like a registered nurse then being a I think computers has a positive effect on people.",4,Dear  I think effects computers people really positive  Computers used sorts things  Examples like finding things history  People changed world information  Computers give power children learn  For example  lots websites offer online tutoring good ways help pass school  Other positive way online dateing sites  You meet new people good way make life even better  Popular sites like make good way keep touch friends past  even make new ones  But I think thats best opinion going school online  Once done colloge nuse  example get higher degree like registered nurse I think computers positive effect people ,686,162,11,4.234567901234568,131
33,34,1,"Dear is a rumor going around saying that computers are a negitive affect in a childs life. I disagree. A computer can help a kid in so many ways, it can help students with homework, let students talk to friends, and help with school projects. And besides, most kids don't don't stay on the computer very long anyways. Homeworks, it's a big role in school, if you don't do it or worse don't get it can you down. That's why computers have websites that help a child learn how do do a problem or a social studies question if they don't know. If you go to the school web page then theres a link that brings you in a math games. Theres even a to a science website. This helps a child so they don't get stressed out over homework. A computer also helps a students interact with friends. A social life is very important to a grater. This is where a computer can have aim, facebook, and even myspace help a kid impact with friends. If a kid got into a fight at school can come home and to work it out and not leave it unseatled. A computer also new friends from other towns. Teens need to and make new friesnd will helps as in life. If a teen helps with a then they can ask a for help. Every student gets a take home project at social point in the time of running out to the store to buy paper and pencils. you can stay home, have money and typee the essay. Computers can help with a social studies or a science project. You can print pictures and find information. Drawing can be a hastle and messy, so it saves time and the mess. If are words you dont understandd then you can look them out. Computers are and best way to do a project. Computers, everyone uses them, they help our parents just as much as uss. They help us with homework, let us talk to friends, and even help us do our projects! Computers are one of the best technology we have",6,Dear rumor going around saying computers negitive affect childs life  I disagree  A computer help kid many ways  help students homework  let students talk friends  help school projects  And besides  kids nt nt stay computer long anyways  Homeworks  s big role school  nt worse nt get  That s computers websites help child learn problem social studies question nt know  If go school web page theres link brings math games  Theres even science website  This helps child nt get stressed homework  A computer also helps students interact friends  A social life important grater  This computer aim  facebook  even myspace help kid impact friends  If kid got fight school come home work leave unseatled  A computer also new friends towns  Teens need make new friesnd helps life  If teen helps ask help  Every student gets take home project social point time running store buy paper pencils  stay home  money typee essay  Computers help social studies science project  You print pictures find information  Drawing hastle messy  saves time mess  If words dont understandd look  Computers best way project  Computers  everyone uses  help parents much uss  They help us homework  let us talk friends  even help us projects  Computers one best technology,1435,365,26,3.9315068493150687,280
34,35,1,"Dear I think computers have a positive effect on people. Where would we be without them? Computers teach hand-eye coordination, give people the ability to learn about any subject they want, and allow people to communicate with each other, no matter how far away. Obviously, computers are beneficial. I think computers have a positive effect on people. They teach hand-eye coordination, as I said earlier. I know people say that where you are on be computer, you spend less time exercising, but the computers help you with you throwing skills. Hand ey coordination also applies for if you want to be a surgeon/doctor. You need to have steady hands. What we ready to do whatever is needed. See, they do have a positive effect. I think computers have a positive effect on people. They give people the ability to learn about anything they want on the internet. Say you want to be an engineer when you grow up, you might want to learn anything and everything you can to be successful later on in that carer. What about a doctor, you would want to know how many years of college and med school are required to get your medical degree. A computer helps you learn about those things. It can also teach you about tons of other things. Again, how could they not be positive. I think computers have a positive effect on people. Another thing they can do out of a hundred others is let you communicate with other people no matter how far away. Mail can so my where with enough, yes, but is free and gets there in less than a minutes where mail can lake weeks to go far. For example, what if you came from another country. You wouldn't want to lose touch with people you grew-up with. With a computer, you could use skype to see now new the person. Talking on the phone or mailing doesn't even compare to that. You could never lose touch! Computers help people do all kinds of things. I conclusion, computers have a positive effect on people. They teach hand-eye coordination, give people the ability to learn about any subject they want, and allow people to communicate with each other, no matter how far away. There are no bad reason that could top any of these. They make sense. So, what do you think? Do you think they are good for us, or do we need less computers?",7,Dear I think computers positive effect people  Where would without  Computers teach handeye coordination  give people ability learn subject want  allow people communicate  matter far away  Obviously  computers beneficial  I think computers positive effect people  They teach handeye coordination  I said earlier  I know people say computer  spend less time exercising  computers help throwing skills  Hand ey coordination also applies want surgeondoctor  You need steady hands  What ready whatever needed  See  positive effect  I think computers positive effect people  They give people ability learn anything want internet  Say want engineer grow  might want learn anything everything successful later carer  What doctor  would want know many years college med school required get medical degree  A computer helps learn things  It also teach tons things  Again  could positive  I think computers positive effect people  Another thing hundred others let communicate people matter far away  Mail enough  yes  free gets less minutes mail lake weeks go far  For example  came another country  You would nt want lose touch people grewup  With computer  could use skype see new person  Talking phone mailing nt even compare  You could never lose touch  Computers help people kinds things  I conclusion  computers positive effect people  They teach handeye coordination  give people ability learn subject want  allow people communicate  matter far away  There bad reason could top  They make sense  So  think  Do think good us  need less computers ,1786,417,33,4.2829736211031175,343
35,36,1,"Dear Have you ever wondered what effect computers have on people? It is a very negative effect. Computers are one of the main reasons of why kids do not exercise and become obese, it can effect students' grades, and by being on the you are isolating yourself from your loved ones. First of all, more and more kids are using computers way more often than they should. The result of this, you ask? Since computers are used daily, especially by young adolescents, it is likely for that child to become obese. Researches from well-known colleges, such as and discovered that of kids who spend more than two hours on the are obese or will become heavier when they are older. After speaking with graduate from he told me that when children spend more time on the they are doing nothing but staring at a bright screen that can damage their eyes, and not spending their time outside enjoying the beautiful weather. As a consequence, kids start to gain body fat from sitting on a coach staring at the all day instead of exercising! My second reason of why computers are a negative effects on kids is that it can harm your grades! After I spoke with a current student at she told me that the reason why her grades drop is because she is too busy on etc. She does not focus on her work like she should and because she doesn't, her grades go from to low This shows that even ""A"" students are getting bad grades from being on the Additionally, from being on the so much and not paying attention at work, it can effect your best grades on the This shows that by always going on the you hurt your academic skills. My last and final reason of why computers have a negative effect on children is because it harms your social skills of being on outgoing, talkative individual! Everytime you log into that death trap device, your selfesteem becomes lower because you never talk to friends or call them. You just sit on a hard chair, looking at an electronics device that is going to take you no where in life. Also, you are pushing your loved ones away by being on You will end up never spend time with them and you will never call your friends to see what they are up to if you keep on going on the Furthermore, if your mom or dad tells you to get off your you become cranky and rude to your family just becuase you want to go back on your favorite electronic device. Do you really want to act that way to your family? So, in summing up, computers are a negative effect on many young individuals, and the reasons for this are that you have less time to exercise, it harms your grades, and you are not able to be as interactive with people by being on the The real question is, though, is do you think computers have a negative or positive effect on people?",8,Dear Have ever wondered effect computers people  It negative effect  Computers one main reasons kids exercise become obese  effect students  grades  isolating loved ones  First  kids using computers way often  The result  ask  Since computers used daily  especially young adolescents  likely child become obese  Researches wellknown colleges  discovered kids spend two hours obese become heavier older  After speaking graduate told children spend time nothing staring bright screen damage eyes  spending time outside enjoying beautiful weather  As consequence  kids start gain body fat sitting coach staring day instead exercising  My second reason computers negative effects kids harm grades  After I spoke current student told reason grades drop busy etc  She focus work like nt  grades go low This shows even  A  students getting bad grades Additionally  much paying attention work  effect best grades This shows always going hurt academic skills  My last final reason computers negative effect children harms social skills outgoing  talkative individual  Everytime log death trap device  selfesteem becomes lower never talk friends call  You sit hard chair  looking electronics device going take life  Also  pushing loved ones away You end never spend time never call friends see keep going Furthermore  mom dad tells get become cranky rude family becuase want go back favorite electronic device  Do really want act way family  So  summing  computers negative effect many young individuals  reasons less time exercise  harms grades  able interactive people The real question  though  think computers negative positive effect people ,2179,515,18,4.231067961165048,417
